Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Category,Sub-Category,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,STREAM-32-0,2025-04-29,2025-05-09,Same Day,CG-STREAM-47466,Stream-Customer-0,Corporate,Office Supplies,Chairs,334.57,6,0.2,12.62,32,2025-04-30 19:36:07,stream
2,STREAM-32-1,2025-04-08,2025-05-08,First Class,CG-STREAM-93065,Stream-Customer-1,Home Office,Furniture,Tables,31.64,1,0.1,-86.7,32,2025-04-30 19:36:07,stream
3,STREAM-32-2,2025-04-21,2025-05-06,Same Day,CG-STREAM-88270,Stream-Customer-2,Home Office,Technology,Storage,605.82,2,0.0,21.0,32,2025-04-30 19:36:07,stream
4,STREAM-32-3,2025-04-01,2025-05-08,Second Class,CG-STREAM-80701,Stream-Customer-3,Consumer,Furniture,Storage,591.97,7,0.1,477.26,32,2025-04-30 19:36:07,stream
5,STREAM-32-4,2025-04-04,2025-05-07,First Class,CG-STREAM-31576,Stream-Customer-4,Consumer,Furniture,Phones,686.82,1,0.5,-73.35,32,2025-04-30 19:36:07,stream
6,STREAM-32-5,2025-04-08,2025-05-02,First Class,CG-STREAM-62009,Stream-Customer-5,Home Office,Technology,Storage,678.85,6,0.2,43.6,32,2025-04-30 19:36:07,stream
7,STREAM-32-6,2025-04-24,2025-05-03,Standard Class,CG-STREAM-70335,Stream-Customer-6,Corporate,Furniture,Binders,837.08,9,0.4,409.96,32,2025-04-30 19:36:07,stream
8,STREAM-32-7,2025-04-23,2025-05-04,Standard Class,CG-STREAM-89584,Stream-Customer-7,Corporate,Technology,Chairs,851.21,9,0.3,-26.9,32,2025-04-30 19:36:07,stream
9,STREAM-32-8,2025-04-13,2025-05-09,Same Day,CG-STREAM-93498,Stream-Customer-8,Corporate,Technology,Phones,539.43,1,0.2,-8.94,32,2025-04-30 19:36:07,stream
10,STREAM-32-9,2025-04-16,2025-05-06,Same Day,CG-STREAM-95896,Stream-Customer-9,Home Office,Technology,Tables,923.49,2,0.4,392.64,32,2025-04-30 19:36:07,stream
