Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Category,Sub-Category,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,STREAM-198-0,2025-04-28,2025-05-02,Standard Class,CG-STREAM-34945,Stream-Customer-0,Consumer,Office Supplies,Tables,921.15,6,0.1,-90.17,198,2025-04-30 19:49:59,stream
2,STREAM-198-1,2025-04-28,2025-05-03,Same Day,CG-STREAM-24022,Stream-Customer-1,Home Office,Technology,Binders,886.53,2,0.5,18.03,198,2025-04-30 19:49:59,stream
3,STREAM-198-2,2025-04-05,2025-05-04,Same Day,CG-STREAM-46725,Stream-Customer-2,Consumer,Furniture,Phones,796.18,4,0.2,125.48,198,2025-04-30 19:49:59,stream
4,STREAM-198-3,2025-04-19,2025-05-06,First Class,CG-STREAM-43765,Stream-Customer-3,Home Office,Furniture,Chairs,508.0,5,0.5,136.4,198,2025-04-30 19:49:59,stream
5,STREAM-198-4,2025-04-07,2025-05-04,Second Class,CG-STREAM-97787,Stream-Customer-4,Consumer,Technology,Phones,203.34,9,0.2,17.56,198,2025-04-30 19:49:59,stream
6,STREAM-198-5,2025-04-10,2025-05-09,Standard Class,CG-STREAM-80742,Stream-Customer-5,Consumer,Office Supplies,Phones,659.02,5,0.3,335.85,198,2025-04-30 19:49:59,stream
7,STREAM-198-6,2025-04-18,2025-05-02,Standard Class,CG-STREAM-76031,Stream-Customer-6,Home Office,Office Supplies,Chairs,239.16,4,0.0,303.76,198,2025-04-30 19:49:59,stream
8,STREAM-198-7,2025-04-04,2025-05-02,Second Class,CG-STREAM-25746,Stream-Customer-7,Consumer,Technology,Binders,922.24,5,0.0,285.03,198,2025-04-30 19:49:59,stream
9,STREAM-198-8,2025-04-28,2025-05-04,Second Class,CG-STREAM-41272,Stream-Customer-8,Consumer,Furniture,Storage,649.77,4,0.3,308.88,198,2025-04-30 19:49:59,stream
10,STREAM-198-9,2025-04-06,2025-05-02,First Class,CG-STREAM-65289,Stream-Customer-9,Home Office,Furniture,Chairs,287.87,5,0.5,282.53,198,2025-04-30 19:49:59,stream
