Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Category,Sub-Category,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,STREAM-30-0,2025-04-01,2025-05-06,Standard Class,CG-STREAM-73842,Stream-Customer-0,Home Office,Office Supplies,Tables,445.3,6,0.0,242.26,30,2025-04-30 19:35:57,stream
2,STREAM-30-1,2025-04-10,2025-05-04,Standard Class,CG-STREAM-91418,Stream-Customer-1,Home Office,Furniture,Storage,808.99,1,0.1,431.36,30,2025-04-30 19:35:57,stream
3,STREAM-30-2,2025-04-10,2025-05-06,Same Day,CG-STREAM-35374,Stream-Customer-2,Home Office,Furniture,Storage,467.78,7,0.4,72.87,30,2025-04-30 19:35:57,stream
4,STREAM-30-3,2025-04-23,2025-05-07,Second Class,CG-STREAM-11097,Stream-Customer-3,Home Office,Technology,Binders,317.02,3,0.4,115.99,30,2025-04-30 19:35:57,stream
5,STREAM-30-4,2025-04-18,2025-05-05,First Class,CG-STREAM-42160,Stream-Customer-4,Corporate,Furniture,Binders,478.47,2,0.2,262.15,30,2025-04-30 19:35:57,stream
6,STREAM-30-5,2025-04-22,2025-05-01,Same Day,CG-STREAM-50486,Stream-Customer-5,Corporate,Technology,Storage,696.77,7,0.5,-36.91,30,2025-04-30 19:35:57,stream
7,STREAM-30-6,2025-04-18,2025-05-02,Second Class,CG-STREAM-67254,Stream-Customer-6,Consumer,Office Supplies,Tables,539.9,2,0.1,-88.1,30,2025-04-30 19:35:57,stream
8,STREAM-30-7,2025-04-12,2025-05-01,Standard Class,CG-STREAM-46523,Stream-Customer-7,Corporate,Office Supplies,Storage,420.79,9,0.2,264.57,30,2025-04-30 19:35:57,stream
9,STREAM-30-8,2025-04-16,2025-05-06,First Class,CG-STREAM-12705,Stream-Customer-8,Consumer,Office Supplies,Chairs,318.35,2,0.5,192.68,30,2025-04-30 19:35:57,stream
10,STREAM-30-9,2025-04-16,2025-05-03,First Class,CG-STREAM-29026,Stream-Customer-9,Home Office,Furniture,Tables,985.98,7,0.5,193.26,30,2025-04-30 19:35:57,stream
