Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Category,Sub-Category,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,STREAM-273-0,2025-04-29,2025-05-09,Standard Class,CG-STREAM-15634,Stream-Customer-0,Corporate,Furniture,Phones,186.14,2,0.0,157.8,273,2025-04-30 19:56:15,stream
2,STREAM-273-1,2025-04-27,2025-05-02,First Class,CG-STREAM-93995,Stream-Customer-1,Corporate,Office Supplies,Tables,509.66,3,0.3,162.72,273,2025-04-30 19:56:15,stream
3,STREAM-273-2,2025-04-26,2025-05-01,Same Day,CG-STREAM-96080,Stream-Customer-2,Consumer,Office Supplies,Tables,25.87,3,0.4,-81.44,273,2025-04-30 19:56:15,stream
4,STREAM-273-3,2025-04-16,2025-05-02,Same Day,CG-STREAM-84336,Stream-Customer-3,Consumer,Technology,Chairs,43.06,9,0.1,337.3,273,2025-04-30 19:56:15,stream
5,STREAM-273-4,2025-04-01,2025-05-02,First Class,CG-STREAM-22700,Stream-Customer-4,Consumer,Technology,Chairs,810.1,4,0.2,479.86,273,2025-04-30 19:56:15,stream
6,STREAM-273-5,2025-04-18,2025-05-05,First Class,CG-STREAM-40016,Stream-Customer-5,Consumer,Technology,Storage,455.62,5,0.1,432.72,273,2025-04-30 19:56:15,stream
7,STREAM-273-6,2025-04-19,2025-05-04,Standard Class,CG-STREAM-39720,Stream-Customer-6,Consumer,Furniture,Tables,190.73,3,0.2,344.95,273,2025-04-30 19:56:15,stream
8,STREAM-273-7,2025-04-15,2025-05-08,First Class,CG-STREAM-21481,Stream-Customer-7,Corporate,Office Supplies,Tables,183.83,2,0.3,318.4,273,2025-04-30 19:56:15,stream
9,STREAM-273-8,2025-04-29,2025-05-05,Standard Class,CG-STREAM-33087,Stream-Customer-8,Consumer,Office Supplies,Binders,881.96,3,0.3,421.77,273,2025-04-30 19:56:15,stream
10,STREAM-273-9,2025-04-07,2025-05-04,Same Day,CG-STREAM-40227,Stream-Customer-9,Corporate,Furniture,Tables,819.48,2,0.5,97.29,273,2025-04-30 19:56:15,stream
